tweet_id,tweet_text,class_label,split
913037457872097281,The Jones act is one of the worst laws on the books. Just another regulation that killed the PR economy and now may kill people.,not_humanitarian,train
914505289449263105,Puerto Ricos cop telling the truth about Hurricane Marias aid -Mayor is sabotaging aid to citizens. YouTube,not_humanitarian,train
912297638585864193,Maybe our tweeter in chief could break away from his war with the NFL help some people in real need.,not_humanitarian,train
912139207262588928,RT @gaia_save: @gSonofBrutus Does he even know? Does he even care? #HurricaneMaria #PuertoRicoRelief,not_humanitarian,train
913231808346693634,Puerto Ricans Disgusted By White House Bragging Amid #DonaldTrump’s Inaction After #HurricaneMaria Destruction &gt;&gt;;&lt;,not_humanitarian,train
912170870159818757,for those of you who think PR hasnt received any help .,not_humanitarian,train
913889274725986304,"Trump: This is an island surrounded by water, big water, ocean water. Youre American? Since when? Did you vote for me? You owe so much debt",not_humanitarian,train
914963095587573768,Typical response to Latinos asking for help: they want everything to be done for them Really @realDonaldTrump? #PuertoRico #HurricaneMaria,not_humanitarian,train
913749309618839552,@realDonaldTrump says rebuilding Puerto Rico after #HurricaneMaria will require big decisions - would never say that about TX or Fla.,not_humanitarian,train
914693792082665472,@Lockensteiner SICKO LET YOUR PPL HAVE THE FOOD,not_humanitarian,train
912275120487616512,RT @Kiddlogic1: But our president more concerned about the nfl and steph curry when they ACTUALLY need his help smfh,not_humanitarian,train
913858316853444608,"Remember how after #HurricaneHarvey and #HurricaneIrma news reporters kept reminding us that #Texas and #Florida are #American territories, and Texans and Floridians are U.S. citizens? Right #HurricaneMaria #PuertoRico #USA ἟A἟8἟5἟7",not_humanitarian,train
914203226844655617,"@realDonaldTrump Excuse Me Mr. President! An Amazing Job? When You Compare Haiti Earthquake With Maria Hurricane, Where Is The Amazing Job?",not_humanitarian,train
914209863948840960,@TweetingYarnie @americanpio @CBSNews What about medical care you may ask,not_humanitarian,train
914120657293717504,"@BrotherJulius83 @realDonaldTrump Since you could not be literally more lazy than hitting the RT button, you have done worse. #HurricaneMaria",not_humanitarian,train
914157169603379203,@Iamcmaxwell @nytimes First off you got the wrong hurricane its Maria. Supplies are there nobody to disperse it. Cant blame prez on that snowflake,not_humanitarian,train
913396857816182784,Andfor his delay in allowing help to US citizens in Puerto Rico after Hurricane Maria devastated the island. So cruel!,not_humanitarian,train
914614974219259905,"Bubbled bimbo, @AnaCabrera, just said that if Trump wasnt in Jersey that the damage from hurricane Maria wouldnt have been as bad.",not_humanitarian,train
913827059432075265,@tedlieu @MarkRuffalo @POTUS He stated the Coast Guard built their brand during hurricane Harvey in TX. Maybe use the Navy as a BOGO offer for Maria relief for PR?,not_humanitarian,train
911995465419370496,"RT @hmcghee: No tweets, little attention, less aid. #Unfit.",not_humanitarian,train
911761384765100032,"@realDonaldTrump Hey, ASSHOLE. What are you doing to help the victims of #HurricaneMaria #HurricaneIrma and #HurricaneHarvey ??? Stand for them. ASSHOLE.",not_humanitarian,train
911663177284321280,"@SethShruti As per your theory of natural disasters, Puerto Rico should have accepted all refugees ! #HurricaineIrma #HurricaneMaria 3/n",not_humanitarian,train
914792581829136385,Really? Mayor is selling supplies Im sure this is a well kept secret Isnt that the leftist way? How disgusting not distributing to needy,not_humanitarian,train
913056735543169024,They are not important to Trump bc they dont vote. But if even a fraction move to swing states like FL bc of destruction things will change,not_humanitarian,train
913801527487270912,Trump will be golfing at the Presidents Cup in Jersey this weekend while PRicans look for food and water! #fema #HurricaneMaria,not_humanitarian,train
913858180219797505,"RT @ocman18: Trump on Puerto Rico: This is an island surrounded by water, big water. @realDonaldTrump freaking genius!? ὠF",not_humanitarian,train
914143273291321349,@HuevosDeChivo @RealJamesWoods I survived Hurricane Maria and all I did was make this lousy t shirt!,not_humanitarian,train
914184872565997569,"With his latest attacks on the victims of Hurricane Maria, Donald Trump comes closer to earning the title of worst president ever.  #copolitics #copols #coleg #puertorico",not_humanitarian,train
913483747827290112,"An important and critical life-saving need. Trucking, #logistics #supplychain teams- lend your expertise and assistance..",not_humanitarian,train
913369354506555393,RT @GlennKesslerWP: .@realDonaldTrump ’s #Katrina? Influx of #PuertoRicans after #Maria could tip #Florida to Dems via @jameshohmann http,not_humanitarian,train
914967555206500354,RT @3lueDoggie: Gee..thanks Trump dedicates golf trophy to #HurricaneMaria victims  #PuertoRicoRelief,not_humanitarian,train
913754869982482433,"RT @Stonekettle: Boy, I sure hope FEMA and the military can get relief to Donald Trump, the real victim of Hurricane Maria, soon.",not_humanitarian,train
913042834361606144,In wake of Harvey and now Maria free access to special issue on Hurricane and Flooding Disasters from Risk Analysis,not_humanitarian,train
914652742131568641,You expect him to go down there with a straw and suck out all that water? US is moving mountains down there already.,not_humanitarian,train
914154388352045056,RT @7442_Analytics: @Praxicylene @Lisahenneke @JackPosobiec New Orleans ISNT a 3rd World corrupt island 1000 miles from the Mainland http,not_humanitarian,train
911725154656555008,You know Phil Jackson of The Chicago #Bulls legacy team with Michael Jordan. He coached in Puerto Rico many years. Now asking for help. ὄ7,not_humanitarian,train
914246888941084673,Trump finally bloviates about something he knows - Poor Leadership - blames Puerto Rico for destruction from Maria,not_humanitarian,train
913789576011042818,Interesting.a specific area? Or just the areas that can vote? What were you going to do with that money before #Maria? #PuertoRicoRelief,not_humanitarian,train
914587518326247429,DemocratLiars #PuertoRico #LDSconf #Texans #WhyWeMustImpeachTrumpin7Words Deshaun Watson Cam Newton Dalvin Cook #Bills Browns Rams #BUFvsATL,not_humanitarian,train
913895424812924929,Couldnt be clearer. The Trump admin is failing to rescue Puerto Rico. DEMAND DHS WAIVE THE JONES ACT ☎️:,not_humanitarian,train
914041015358672896,"He had no problem building that Golf course around that very big Water, very big, hes not interested because no votes come from there!!!",not_humanitarian,train
915000566010597377,RT @Snapbook2: Democrats have tried to milk every tragedy in the past two months #HurricaneHarvey #HurricaneIrma #HurricaneMaria &amp; #LasVega,not_humanitarian,train
913240688078282752,Waive the #JonesAct for #PuertoRico @DHSgov,not_humanitarian,train
914610571680591875,Trump: we can’t get aid to PR because the ocean exists Royal Caribbean: Hold our Piña Colada #ForPR #PorPR #HurricaneMaria #,not_humanitarian,train
913002130075766784,Survived Hurricane Maria. Its fucken Mad Max here for gas and water. Nothing organized. Mayors and the governor suck dick.,not_humanitarian,train
913980965822775297,@MotherJones Why did a @USNavy carrier or response group not follow behind #HurricaneMaria in order to get there immediately after it passed in order to help #PuertoRico ? We are very upset that our SO CALLED leaders failed U.S. citizens.,not_humanitarian,train
912432561384591361,"If Puerto Rico was populated with KKK, nazis &amp; white supremacists trump personally would B down there with ppl to repair power &amp; food ,water",not_humanitarian,train
914387650601033728,@jimlibertarian @PGutierrez630 She should be removed from her position! And charged with CRIMES against HUMANITARIAN AID! @realDonaldTrump,not_humanitarian,train
914088990424403968,Trump claims Puerto Rico suffered because it was surrounded by big water,not_humanitarian,train
912064835294199811,Disgustingly sad when a Nation screams for help that falls of deaf fucking ears since its not a protest or overpaid pansy asses kneeling,not_humanitarian,train
914659161685856256,#LetThemEatThrophies @realDonaldTrump #scum dedicates a whole #presidentscup #presidentscup2017 to #PuertoRico victims of #HurricaneMaria,not_humanitarian,train
912412134876774400,The center of Hurricane #Maria is forecast to pass just west of a NOAA tsunami buoy sunrise Tues. Latest Pic:,not_humanitarian,train
914506448465473536,RT @ConsiderThis1: Food not being distributed in Puerto Rico. ppl dying. Puerto Ricos cop telling the truth about Hurricane Maria aid http,not_humanitarian,train
910567438286073858,Ive said it a thousand timesthere is no reason for reporters to walk through flood water and stand in hurricanes. Its ridiculous.,not_humanitarian,train
914248545317814272,".@POTUS priorities: 1) War w/ NFL, DPRK 2) New Muslim ban 3) Tax Relief - Top 1%. 4) Golf 5) Maria - time permitting",not_humanitarian,train
912312621071847424,Why should #Congress vote for #HurricaneMaria aid to #PuertoRico? 1. Its the right thing to do. 2. This:,not_humanitarian,train
914627498301943808,"@whitekittytx @Tatterr @sweetatertot2 @realDonaldTrump Wait, so Donald Trump is respecting America by saying that what happened with Puerto Rico and Hurricane Maria is fake and they dont need help when theyre dying??? Frankly my dear, youve been touched in the head.",not_humanitarian,train
914585059214155776,"Oh, I thought it was up to us to go play golf while they lack electricity and clean water? At least thats what @realDonaldTrump is doing. ὣ3",not_humanitarian,train
914433619728506882,@ffweekend @GeraldoRivera Lets see if Geraldo Rivera will report the truth. Puerto Rico Teamsters stopping aid supplies leaving dock .,not_humanitarian,train
912376823215931393,NHC Update Hurricane Maria Potential Storm Surge Flooding Map   #flwx,not_humanitarian,train
913932429840326656,RT @msbellows: Know what would be cool? If Puerto Rico had its OWN senator to demand adequate aid. That would be cool.,not_humanitarian,train
913860275618463744,Just as you Did with your criminal activities in the primaries.,not_humanitarian,train
913873693947854853,John McCain is perhaps the only GOP member who has more than ice water in his veins. #JohnMcCain #HurricaneMaria #PuertoRico #JonesAct,not_humanitarian,train
914110785936351232,@NBCNightlyNews She dropped the ball. Never requested help until it was too late. Now in a crap load of problems.,not_humanitarian,train
911677993260601346,"@realDonaldTrump This is U.S. territory, but by all means keep fighting w/ athletes instead. Why would you want to help these people?",not_humanitarian,train
912189902816759808,"People are RUNNING OUT OF WATER. #PuertoRico is part of America, but the trump regime isnt doing anything to help.",not_humanitarian,train
914603109917347840,RT @GYALASHNIKOV: Unnu see how di boss skill???,not_humanitarian,train
913049201826828288,RT @SueinRockville: MUST RT to @realDonaldTrump Hey #DOTUS Have you no decency-NO decency at all? WAIVE #JonesAct NOW #HelpPuertoRico http,not_humanitarian,train
912234674919010304,And #racist @realDonaldTrump does not GAF. #Maria #PuertoRico,not_humanitarian,train
913114274414907392,Also including: tips on pressuring your reps to increase much-needed aid from the U.S.,not_humanitarian,train
914092209086935040,What you going to do shoot the people ? I guess you must do this by show of force!! Kill them if they want water!!,not_humanitarian,train
914347560445153280,This is an island. Surrounded by water. Big water. Ocean water.” -#DTARD ᾒ6‍♂️ᾒ6ἿB‍♂️ᾒ6ἿD‍♂️ᾒ6ἿE‍♂️ᾒ6ἿF‍♂️,not_humanitarian,train
914785974462300161,Do you think Trump’s attack on San Juans Mayor for criticizing hurricane Maria relief efforts is justified?,not_humanitarian,train
914353229239947264,.@POTUS @TheFive @TuckerCarlson @CNN @cnnbrk .@ABC @ABCPolitics .@nbc .@NBCNews Get #PR governor out of there! Mayors can’t distribute food!,not_humanitarian,train
912336657994543104,Why I no longer donate to @RedCross #RedCross #Harvey #Irma #HurricaneHarvery #HurricaneIrma #HurricaneMaria,not_humanitarian,train
913319961581453312,RT @_metafizik: .@realDonaldTrump chooses biz Interests over humanity denying Puerto Rico aid he afforded TX &amp; FL in their crisis.,not_humanitarian,train
913213838945787904,Because #PuertoRico doesnt need the help? WTF? Waive the #JonesAct . Like FOREVER.,not_humanitarian,train
914589790250684416,"our gov is so irresponsible w our tax $ that we have to fundraise for disaster relief and that sucks, but we wont let our neighbors down ✊ἿD",not_humanitarian,train
913417147254112256,On @POTUS watch w/this re #Maria @GOP; @Democrats &amp; Other Thoughts:,not_humanitarian,train
914586591661785089,@Quincy a massive earthquake destroying all of Cali would be nice @justinbieber to the highest if you hear this help me please,not_humanitarian,train
911959619177783302,What about PONCE? #ponce #puertorico #poncepuertorico,not_humanitarian,train
912431238626951168,RT @shaunduke: This is what is wrong with my country. Apathy in the face of mass destruction.,not_humanitarian,train
912443293241294848,.@SenDeanHeller stop trying to take healthcare away from Nevada families and pass emergency funding to help our fellow Americans in PR!,not_humanitarian,train
914245820127555584,Apparently no one remembers how deteriorated and destroyed San Juan was under mayor Yulins leadership way before hurricane Maria ᾑ4,not_humanitarian,train
914540960922652675,#thisweek Alex Castellanos defending Trumps 67th day of golfing while #hurricanemaria recovery ongoing. sad!,not_humanitarian,train
914584583634587648,Plz listen the leaders are neglecting the ppl-&gt; Puerto Ricos cop telling the truth about Hurricane Marias aid,not_humanitarian,train
914373008621395968,@MistyPassions @NancyMansour20 @jami_leary @elainebatt3 @dtburg @GeraldoRivera @realDonaldTrump 20% of the drivers have showed up and the union is nitpicking! Thats why supplies arent being distributed!,not_humanitarian,train
912155624221413376,Seriously. What is going on? What aid is being sent and why isnt it already there???,not_humanitarian,train
911781450566967297,"#POTUS #realDonaldTrump Why are you not helping Puerto Rico? No Power, NO water, hospitals full, They are also part of the US.",not_humanitarian,train
914537397047713793,"As well as insurance penetration, would think sheer uncertainty in damage ratios &gt;110mph is part of the uncertainty:",not_humanitarian,train
911732896398012416,"#HuracanMariaPR #HelpPuertoRico Thank you coach, we need help!",not_humanitarian,train
913296011992485888,Whats up with these Democrat foundations ripping off relief funds? I wanna see the books. Please publish your numbers,not_humanitarian,train
913837366963523585,Since we all seem to be in agreement on this WHY ARENT WE IMPEACHING HIM NOW BEFORE HE DOES ANYMORE GODDAMN DAMAGE???,not_humanitarian,train
911658254140354562,Why do the have to beg? Why isnt our government giving the assistance that they gave Texas and Florida?,not_humanitarian,train
912175391166607360,demands ??? The word should is a clear indicator that her tweet was advice. Free advice from a highly qualified and experienced expert.,not_humanitarian,train
914537261986910208,PR corrupt govt destroyed PR before any hurricanes even came close.,not_humanitarian,train
914514063765491714,Puerto Ricos cop telling the truth about Hurricane Marias aidthis is terrible @realDonaldTrump. Mayor is evil!,not_humanitarian,train
914163376800112640,This shows what liars @NBCNews @CNN @MSNBC Instead of b!tching go down and clear the roads and drive a truck idiots.@SScalpings @seanhannity,not_humanitarian,train
913431646774464512,"Well, its about fucking time. Only took a huge public outcry, including politicians in his own (adopted) party.",not_humanitarian,train
914278613540917249,"@soledadobrien You are a liar. PR Teamsters refuse to deliver supplies, want more $. They, @TheDemocrats, and you, are sick.",not_humanitarian,train
912178162322296832,".@realDonaldTrump using the bully pulpit to, well, bully instead of help. #HurricaneMaria #HurricaneHarvey #HurricaneIrma",not_humanitarian,train
914672460431314944,"RT @KenSimonSays: They elected a mam who copped to sexual assault, so of course #Cult45 blames the victims of #HurricaneMaria",not_humanitarian,train
914821805306777601,@GlamLifeGuru Its horrible and sad however I wont forget that u havent talked about Puerto Rico and our emergency for 13 days after Hurricane Maria.,not_humanitarian,train
914361752380411904,"While we sit around bitching about Midland, people over here are having real problems.",not_humanitarian,train
913790482077151234,Trump has not put in sufficient aid or recognition for Puerto Ricos extreme condition post Hurricane Maria,not_humanitarian,train
914460139759050752,@realDonaldTrump How does whining about your #HurricaneMaria ratings help the people of PR? Asking for 3 million Puerto Ricans without drinking water.,not_humanitarian,train
914784958203523074,"Tone-deaf Trump dedicated a golf trophy to hungry, homeless, sick victims of #HurricaneMaria",not_humanitarian,train
913941880487993344,Lifting the #JonesAct isnt going to solve Puerto Ricos financial mismanagement/reckless bond issuance or declining population issues.,not_humanitarian,train
914243614502477824,@jaketapper @KrisParonto @CNN @andersoncooper @cnnbrk @CNNPolitics A shirt that says Help us we are dying screams out fake news narrative in a country trying to recover from Hurricane Maria #CNNISFAKENEWS,not_humanitarian,train
912275882810757120,"Boots &amp; sneakers were caked with mud because there is mud everywhere: On their pants &amp; shirts, in their cars &amp; on the walls of their homes",not_humanitarian,train
911579932874166272,Shame on you @realDonaldTrump.U make time to call @Kaepernick7 names while #citizens in US territories need our help #HurricaneMaria #growup,not_humanitarian,train
914455117700714496,RT @Chimera_Gothic: @SenWarren LIAR. LIAR. LIAR. TRUMP POSITIONED AID BEFORE HURRICANE EVEN HIT PR.,not_humanitarian,train
914769121732186114,@Smethanie Simply genius! You can never have enough golf trophies when you really need them to help repair after a hurricane ὄDἿBὄFἸ9ἰE!,not_humanitarian,train
914630133285376000,"The nerve of anyone to criticize Trump on Hurricanes Harvey, Irma and Maria! 3 catastrophic storms within 2wks; Trump DELIVERED FULL AID!",not_humanitarian,train
913781477707538432,"#ICYMI, a roundup of this weeks major #firefighting and #rescue news, including #HurricaneMaria aftermath",not_humanitarian,train
913102655303688194,"Learn from our children. Slowly but surely Puerto Rico will be Back!!! Hurricane Maria Adios, now back to work!!!",not_humanitarian,train
913755179157217280,"San Juan Mayor: Dammit, this is not a good news story @realDonaldTrump isnt illegal in NY to not render aid?",not_humanitarian,dev
914127319622709249,"#Trump slams mayor of #SanJuan , says they want a handout ὢ9 thoughts?? @theheatmag #puertorico #pr #Hurricanemaria #donaldtrump",not_humanitarian,dev
913960150045806592,Donald Trump says Puerto Rico is an island surrounded by big water-  via  - @realDonaldTrump,not_humanitarian,dev
913225046662971392,Hurricane Maria 2017 Ocean City Maryland Tropical Storm:  via @YouTube,not_humanitarian,dev
914352380820447233,"THIS! #PR have supplies, the authorities aren’t distributing them to to the people! Cop says it’s communism. They’ve food but are starving!",not_humanitarian,dev
913755130608136193,Delusional Lying Mofos #USVirginIslands #PuertoRico,not_humanitarian,dev
912990995549220864,WTF?! It WAS waved 4 #HurricaneIrma AND #HurricaneHarvey but not #HurricaneMaria? I see a lawsuit on the horizon. ὄ7ἿF #JonesAct #PuertoRico,not_humanitarian,dev
914161507059019778,@realDonaldTrump - pictures of PR residents coping -,not_humanitarian,dev
912368913014493184,"RT @cjgratacos: I cant believe that @FedEx, @UPS and @USPS are not bringing any type of special rate for sending food to Puerto Rico after",not_humanitarian,dev
913213863096668160,It never ends Now @JoeNBC and @morningmika blame Hillary Clinton for not doing enough to help Puerto Rico after #HurricaneMaria! Unreal.,not_humanitarian,dev
913320916901355520,"Soooo, what’s the problem helping PR the same as Harvey &amp; Irma victims with suspending the Jones Act? Does dumbass not know their Americans?",not_humanitarian,dev
912278288780992512,I hope the editor who only wanted me to write about coffee in PR if it was destroyed sees this.,not_humanitarian,dev
913258071949942784,Trump Refuses to Send More Aid to Puerto Rico - Because These Americans Cant Vote? #SmartNews,not_humanitarian,dev
913139032053501952,The latest The First in Line!  #hurricanemaria #amazonalexa,not_humanitarian,dev
914702370671677440,"@tigerseye345 @TimAllenRants @nbcsnl @BarackObama  Heres the truth about the disaster relief. Started a week early, not 8 days late. Disgraceful lie.",not_humanitarian,dev
913415334165487616,"@FEMA_Brock 3 ways for FEMA to help: clear roads, get truck convoy, deliver supplies sitting uselessly in ports! DO YOUR JOB!",not_humanitarian,dev
914083906357522432,"Here we go, off to Atlanta Georgia then my home #STL from #HurricaineIrma relief. Now home to focus on #HurricaneMaria",not_humanitarian,dev
912286740941086727,This is cruel &amp; unusual. They are Americans! Why isnt the mainland not pulling all stops to help! #PuertoRico #SOS #HurricaneMaria,not_humanitarian,dev
